m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
137.2,429,0.686903,-19.756,-24.7451,8.9844,-30.3893,-32.8806,2.4913,2.9755,802.3289,-1552.8506,-2355.1794,-413.7931,47247.6505,-45730.4091,13.9172,13.6074,0.9777,0.638,30.144,class2_2026_04_27_16_09_22.csv,train,background,
139.114,435,0.696486,-23.594,-34.584,13.7331,-31.1931,-35.9042,4.7111,2.734,1421.8187,1107.628,-314.1907,43521.9483,43521.9483,-43521.9483,13.3165,14.0561,1.0555,0.0,29.176,class2_2026_04_27_16_09_22.csv,train,background,
140.071,438,0.701277,-49.9,-34.568,13.7251,-29.8628,-36.0391,6.1763,2.601,-447.4325,-1717.79,-1270.3575,0.0,43521.9483,-43253.9201,12.5156,13.9344,1.1134,0.0,28.692,class2_2026_04_27_16_09_22.csv,train,background,
141.029,441,0.706073,-22.304,-37.2439,14.165,-31.2801,-36.0748,4.7947,4.3825,-3317.084,-2572.2209,744.8632,1669.2806,43370.2755,-47006.2727,13.2067,13.9246,1.0544,0.0,29.99,class2_2026_04_27_16_09_22.csv,train,background,
141.348,442,0.707671,-21.208,-37.2439,14.165,-29.7469,-37.6688,7.9218,4.3825,-1637.3815,157.2166,1794.5982,-43253.9201,43370.2755,-47006.2727,12.5412,13.7729,1.0982,0.638,29.99,class2_2026_04_27_16_09_22.csv,train,background,
141.986,444,0.710865,-19.91,-30.7671,13.567,-31.2489,-39.3349,8.0859,6.436,-3479.8184,133.2833,3613.1017,-0.0,43253.9201,-47006.2727,13.2274,13.3307,1.0078,0.638,30.699,class2_2026_04_27_16_09_22.csv,train,background,
142.624,446,0.714059,-49.9,-34.2649,14.1028,-31.2237,-39.3349,8.1112,6.436,-2254.4778,-4123.1583,-1868.6805,43247.6505,43247.6505,-43247.6505,13.2485,13.3307,1.0062,0.0,30.699,class2_2026_04_27_16_09_22.csv,train,background,
142.943,447,0.715656,-22.308,-34.3174,14.0548,-32.7388,-40.8678,8.1289,30.699,-2755.1753,-3781.136,-1025.9607,48117.558,48117.558,-43247.6505,13.7296,12.8628,0.9369,0.957,30.699,class2_2026_04_27_16_09_22.csv,train,background,
144.219,451,0.722044,-21.681,-34.8342,13.5935,-34.4149,-42.6671,8.2521,30.699,1107.628,-2362.0374,-3469.6653,-37214.7367,48117.558,-44230.4107,13.9175,11.8319,0.8501,0.957,30.699,class2_2026_04_27_16_09_22.csv,train,background,
145.177,454,0.726841,-24.561,-35.2466,13.2147,-35.9042,-39.3943,3.4901,29.797,-1717.79,939.7152,2657.5051,-248.2269,44230.4107,-46703.7633,14.0561,13.3593,0.9504,0.639,29.797,class2_2026_04_27_16_09_22.csv,train,background,
146.134,457,0.731632,-20.103,-41.0201,12.6247,-36.0391,-39.5712,3.5321,29.797,-2572.2209,5778.0153,8350.2361,38844.8292,46703.7633,-46703.7633,13.9344,13.1216,0.9417,0.957,29.797,class2_2026_04_27_16_09_22.csv,train,background,
146.772,459,0.734826,-49.9,-43.8356,11.4069,-34.5417,-38.1849,3.6432,19.8195,-87.6976,6495.1258,6582.8234,-38844.8292,46703.7633,-38844.8292,13.8369,13.3384,0.964,0.0,29.797,class2_2026_04_27_16_09_22.csv,train,background,
148.048,463,0.741215,-49.9,-49.9,0.0,-39.3349,-33.5825,-5.7524,-9.9775,-3781.136,2299.6092,6080.7452,-0.0,0.0,-0.0,13.3307,13.2672,0.9952,0.0,0.0,class2_2026_04_27_16_09_22.csv,train,background,
150.601,471,0.753997,-24.299,-31.996,12.9972,-41.1205,-31.9257,-9.1948,20.8325,1947.4875,1487.4992,-459.9883,4658.3072,47400.8336,-48291.5392,12.581,12.9106,1.0262,1.914,30.81,class2_2026_04_27_16_09_22.csv,train,background,
151.239,473,0.757191,-23.287,-28.687,11.6653,-39.3943,-33.6424,-5.7518,20.8325,5778.0153,371.224,-5406.7913,-48291.5392,12355.7994,-48291.5392,13.3593,13.1318,0.983,1.914,30.81,class2_2026_04_27_16_09_22.csv,train,background,
151.558,474,0.758788,-49.9,-32.0558,12.8653,-37.9158,-33.6424,-4.2733,10.357,8298.5883,-48.0701,-8346.6585,-41713.1677,4658.3072,-45117.558,13.5855,13.1318,0.9666,0.0,30.81,class2_2026_04_27_16_09_22.csv,train,background,
153.472,480,0.76837,-21.71,-29.2012,11.2775,-36.6608,-31.8859,-4.7748,5.7945,2088.7395,-1709.6494,-3798.3889,-336.9906,44184.9577,-42715.2402,13.4794,12.8717,0.9549,1.277,28.785,class2_2026_04_27_16_09_22.csv,train,background,
154.749,484,0.774764,-21.925,-32.0818,12.7531,-32.1528,-33.3204,1.1677,3.676,-2281.8202,845.5382,3127.3585,34327.5878,34327.5878,-45993.7335,12.8105,13.3634,1.0432,0.638,29.344,class2_2026_04_27_16_09_22.csv,train,background,
155.068,485,0.776361,-27.999,-32.0383,12.7889,-30.5986,-34.5372,3.9386,3.585,-727.0124,2103.147,2830.1594,2145.7665,34327.5878,-45993.7335,12.2477,13.813,1.1278,0.0,29.344,class2_2026_04_27_16_09_22.csv,train,background,
155.387,486,0.777958,-20.556,-35.0627,13.4213,-29.3819,-34.5273,5.1454,3.585,155.6397,1963.4176,1807.7778,-34327.5878,34327.5878,-45993.7335,11.3228,13.823,1.2208,0.638,29.344,class2_2026_04_27_16_09_22.csv,train,background,
156.982,491,0.785944,-23.379,-37.7279,13.6983,-33.6373,-36.0943,2.457,7.3765,-3026.2371,-2017.8176,1008.4196,-0.0,44797.8088,-9854.2304,13.1358,13.8755,1.0563,0.0,30.367,class2_2026_04_27_16_09_22.csv,train,background,
157.301,492,0.787541,-49.9,-34.848,13.5604,-33.6424,-36.0943,2.4519,7.3765,-1349.6998,-4498.2841,-3148.5843,6028.2116,44797.8088,-9854.2304,13.1318,13.8755,1.0566,0.0,30.367,class2_2026_04_27_16_09_22.csv,train,background,
158.258,495,0.792332,-25.82,-31.7336,12.9522,-33.5546,-34.4109,0.8563,4.608,-3369.0703,-4579.3394,-1210.2691,40625.3934,40625.3934,-45117.558,13.2204,13.8933,1.0509,0.0,30.367,class2_2026_04_27_16_09_22.csv,train,background,
158.897,497,0.795531,-21.115,-31.8156,12.9013,-31.9408,-35.8747,3.9339,4.608,53.3698,343.1557,289.7858,2965.633,40625.3934,-45117.558,12.8284,14.055,1.0956,0.639,30.367,class2_2026_04_27_16_09_22.csv,train,background,
159.535,499,0.798725,-49.9,-31.9313,12.7948,-31.8859,-37.4206,5.5346,4.4175,1377.7009,2902.9338,1525.2328,-3202.1975,40625.3934,-3202.1975,12.8717,13.9821,1.0863,0.0,29.325,class2_2026_04_27_16_09_22.csv,train,background,
159.854,500,0.800322,-24.117,-31.3268,13.1917,-33.3981,-38.8529,5.4548,18.5705,845.5382,2697.0098,1851.4715,0.0,7358.073,0.0,13.2935,13.8661,1.0431,0.638,29.521,class2_2026_04_27_16_09_22.csv,train,background,
160.811,503,0.805114,-49.9,-40.4968,13.3351,-33.3204,-40.4821,7.1617,29.521,1822.6022,-1025.5534,-2848.1556,307.2116,5551.7241,-46271.163,13.3634,13.3354,0.9979,0.0,29.521,class2_2026_04_27_16_09_22.csv,train,background,
161.449,505,0.808308,-49.9,-40.3731,13.4907,-34.5273,-42.1222,7.5948,29.521,1161.407,-1846.5259,-3007.9328,-46271.163,5551.7241,-46271.163,13.823,12.5546,0.9082,0.0,29.521,class2_2026_04_27_16_09_22.csv,train,background,
161.768,506,0.809905,-49.9,-40.3731,13.4907,-34.5273,-42.1222,7.5948,29.521,-1615.4243,-3413.6148,-1798.1905,0.0,307.2116,-0.0,13.823,12.5546,0.9082,0.0,29.521,class2_2026_04_27_16_09_22.csv,train,background,
163.683,512,0.819493,-23.25,-34.3443,13.9373,-36.1367,-42.1653,6.0286,29.604,-2109.7626,-2650.8836,-541.121,-1738.2461,42156.7429,-44663.011,13.8259,12.4771,0.9024,1.596,29.604,class2_2026_04_27_16_09_22.csv,train,background,
164.64,515,0.824284,-49.9,-37.3328,14.0682,-34.2755,-42.3525,8.077,29.604,2902.9338,4028.554,1125.6203,-44445.1426,41546.5247,-44445.1426,14.0057,12.1743,0.8692,0.0,29.604,class2_2026_04_27_16_09_22.csv,train,background,
165.916,519,0.830672,-49.9,-49.9,0.0,-38.8529,-37.4431,-1.4099,0.0,-1025.5534,3632.9925,4658.5459,-0.0,0.0,-0.0,13.8661,13.9546,1.0064,0.0,0.0,class2_2026_04_27_16_09_22.csv,train,background,
168.788,528,0.845051,-21.837,-37.7769,13.5608,-42.1409,-35.893,-6.2479,28.063,-2650.8836,-3653.6529,-1002.7693,43498.4342,43985.8966,-43985.8966,12.5262,14.0355,1.1205,0.957,28.063,class2_2026_04_27_16_09_22.csv,train,background,
169.745,531,0.849843,-49.9,-34.6111,13.6836,-42.1653,-35.9616,-6.2037,28.303,4028.554,-3399.8395,-7428.3936,41904.3903,43985.8966,-41904.3903,12.4771,13.971,1.1197,0.0,28.303,class2_2026_04_27_16_09_22.csv,train,background,
171.34,536,0.857828,-19.944,-31.1778,13.2944,-40.7801,-39.5872,-1.1929,30.111,4329.8898,-844.9151,-5174.805,2833.8558,46952.9812,-47195.9279,12.9038,13.0124,1.0084,1.595,30.111,class2_2026_04_27_16_09_22.csv,train,background,
172.297,539,0.862619,-49.9,-37.1202,14.319,-35.9626,-42.7404,6.7778,30.111,4604.6112,1077.5975,-3527.0138,-41833.3913,46952.9812,-41833.3913,13.968,11.6015,0.8306,0.0,30.111,class2_2026_04_27_16_09_22.csv,train,background,
172.936,541,0.865819,-49.9,-40.4128,13.4419,-35.9626,-41.2658,5.3032,30.111,1366.2561,-1808.1041,-3174.3602,-0.0,0.0,-2159.8746,13.968,12.2657,0.8781,0.0,30.111,class2_2026_04_27_16_09_22.csv,train,background,
174.212,545,0.872207,-49.9,-40.7454,12.9563,-35.8477,-39.813,3.9653,28.626,-1122.4263,-2910.9,-1788.4736,-2159.8746,44868.3417,-42708.4671,14.0794,12.6946,0.9016,0.0,28.626,class2_2026_04_27_16_09_22.csv,train,background,
175.169,548,0.876998,-49.9,-35.5809,12.9102,-35.9616,-39.5121,3.5504,28.626,-1440.0115,1933.6556,3373.6671,-41562.7006,41562.7006,-41562.7006,13.971,13.1141,0.9387,0.0,28.626,class2_2026_04_27_16_09_22.csv,train,background,
175.488,549,0.878595,-49.9,-38.7616,12.5138,-35.9616,-39.5121,3.5504,27.248,-1553.9083,2843.5273,4397.4357,-0.0,41562.7006,-36760.1897,13.971,13.1141,0.9387,0.0,27.248,class2_2026_04_27_16_09_22.csv,train,background,
176.126,551,0.88179,-26.872,-41.7891,11.5056,-37.4469,-39.1779,1.7311,26.517,-3438.638,3672.7726,7111.4107,36760.1897,36760.1897,-36760.1897,13.9527,13.5027,0.9677,0.957,26.517,class2_2026_04_27_16_09_22.csv,train,background,
177.083,554,0.886581,-49.9,-44.7354,9.6625,-37.9229,-38.0268,0.1039,23.453,2520.3163,2742.9263,222.61,0.0,36760.1897,-0.0,13.4937,13.4734,0.9985,0.0,23.453,class2_2026_04_27_16_09_22.csv,train,background,
177.403,555,0.888183,-49.9,-41.7861,11.5104,-39.5872,-36.3399,-3.2473,26.544,1077.5975,844.5497,-233.0477,-0.0,36760.1897,-0.0,13.0124,13.7787,1.0589,0.0,26.544,class2_2026_04_27_16_09_22.csv,train,background,
180.593,565,0.904154,-49.9,-34.0111,14.2377,-39.6672,-39.4507,-0.2165,29.872,2843.5273,-4705.947,-7549.4743,-880.8777,44269.5956,-45307.1138,12.9041,13.3065,1.0312,0.0,29.872,class2_2026_04_27_16_09_22.csv,train,background,
180.912,566,0.905751,-20.59,-36.9591,14.4736,-41.1404,-41.0791,-0.0613,29.872,1078.959,-3568.8531,-4647.8122,0.0,2551.7241,-45307.1138,12.4672,12.6773,1.0169,0.638,29.872,class2_2026_04_27_16_09_22.csv,train,background,
182.189,570,0.912144,-49.9,-35.1344,13.6069,-39.1779,-36.3654,-2.8125,30.365,2742.9263,187.6907,-2555.2356,40520.3793,40520.3793,-47594.047,13.5027,13.7413,1.0177,0.0,30.365,class2_2026_04_27_16_09_22.csv,train,background,
182.827,572,0.915339,-31.579,-38.3911,13.2387,-39.0447,-35.5698,-3.4748,30.365,972.5876,4909.301,3936.7134,7073.6677,40520.3793,-47594.047,13.6389,14.3503,1.0522,1.276,30.365,class2_2026_04_27_16_09_22.csv,train,background,
183.465,574,0.918533,-49.9,-41.618,12.0586,-36.3399,-34.7469,-1.593,10.3595,208.2983,8281.9131,8073.6147,-47594.047,40520.3793,-47594.047,13.7787,13.6832,0.9931,0.0,30.365,class2_2026_04_27_16_09_22.csv,train,background,
184.422,577,0.923324,-49.9,-46.5261,9.5428,-36.3399,-33.3741,-2.9658,7.776,-2640.5149,6582.6585,9223.1735,-0.0,0.0,-0.0,13.7787,13.329,0.9674,0.0,30.365,class2_2026_04_27_16_09_22.csv,train,background,
188.251,589,0.942494,-20.945,-22.9811,2.754,-36.3654,-39.7061,3.3406,30.067,7905.9927,-6506.0818,-14412.0746,2349.5313,44224.1426,-36815.0486,13.7413,12.8918,0.9382,3.19,8.377,class2_2026_04_27_16_09_22.csv,train,background,
189.208,592,0.947286,-26.412,-29.4017,11.2339,-36.0518,-43.857,7.8052,29.539,7532.0758,-2026.071,-9558.1468,4735.1097,4735.1097,-38731.9796,13.9436,11.3285,0.8125,3.19,29.539,class2_2026_04_27_16_09_22.csv,train,background,
189.846,594,0.95048,-49.9,-32.5377,12.5056,-33.3741,-45.2298,11.8558,29.539,5466.1482,-1971.9152,-7438.0634,-38731.9796,4735.1097,-44884.339,13.329,10.446,0.7837,0.0,29.539,class2_2026_04_27_16_09_22.csv,train,background,
190.484,596,0.953674,-21.838,-38.2298,13.131,-33.3741,-45.3322,11.9581,28.771,-1192.9069,-1340.8724,-147.9655,45095.6144,45095.6144,-44884.339,13.329,10.223,0.767,0.958,28.771,class2_2026_04_27_16_09_22.csv,train,background,
191.442,599,0.95847,-49.9,-43.5852,11.8151,-30.2167,-45.3174,15.1007,28.771,-2434.9354,2054.5759,4489.5112,-0.0,45095.6144,-0.0,12.3722,10.2581,0.8291,0.0,28.771,class2_2026_04_27_16_09_22.csv,train,background,
192.399,602,0.963262,-49.9,-49.9,0.0,-33.2832,-40.7389,7.4557,0.0,-6922.7798,2534.5041,9457.2839,0.0,0.0,-0.0,13.4061,12.9826,0.9684,0.0,0.0,class2_2026_04_27_16_09_22.csv,train,background,
193.994,607,0.971247,-22.67,-46.8744,8.5576,-39.6102,-37.9283,-1.6819,27.23,-5086.5748,6234.8931,11321.4679,0.0,42680.2539,-42680.2539,13.0238,13.4454,1.0324,0.638,27.23,class2_2026_04_27_16_09_22.csv,train,background,
194.632,609,0.974441,-49.9,-46.8744,8.5576,-41.3471,-36.4319,-4.9152,27.23,-1030.8613,4678.7816,5709.6429,0.0,42680.2539,-0.0,12.1855,13.536,1.1108,0.0,27.23,class2_2026_04_27_16_09_22.csv,train,background,
194.951,610,0.976038,-49.9,-43.9611,11.1132,-42.5521,-35.534,-7.0181,27.23,-1971.9152,4335.5615,6307.4768,-0.0,42680.2539,-0.0,11.8958,13.5107,1.1357,0.0,27.23,class2_2026_04_27_16_09_22.csv,train,background,
22.335,69,0.111822,-15.754,-15.2989,0.4605,-14.7081,-14.5228,-0.1853,-0.177,-211.2424,190.1158,401.3582,-120.6897,-98.7461,-120.6897,0.4306,0.3891,0.9036,0.0,1.102,class3_2026_05_14_13_00_27.csv,train,background,
102.421,320,0.512779,-49.9,-36.6688,14.8043,-14.9881,-40.5494,25.5613,0.86,-2457.635,-1728.133,729.502,-44542.3229,1289.9687,-44542.3229,4.0526,13.3083,3.2839,0.0,30.626,class3_2026_05_14_13_00_27.csv,train,break,100.83
103.059,322,0.515974,-49.9,-36.804,14.6497,-19.5124,-39.2315,19.7191,0.954,-6326.2551,-2832.7494,3493.5057,0.0,0.0,0.0,11.297,13.4905,1.1942,0.0,30.43,class3_2026_05_14_13_00_27.csv,train,background,
104.655,327,0.523964,-19.842,-34.1376,14.2447,-26.9959,-39.4763,12.4803,4.9725,-5685.7532,340.1603,6025.9135,297.8056,46506.2727,-46804.0784,14.344,13.16,0.9175,1.595,30.058,class3_2026_05_14_13_00_27.csv,train,background,
105.612,330,0.528755,-49.9,-37.3981,14.1205,-28.2681,-41.1442,12.8761,7.2115,-592.5935,4965.2963,5557.8898,-35935.7398,1117.5564,-35935.7398,13.5737,12.4591,0.9179,0.0,30.058,class3_2026_05_14_13_00_27.csv,train,background,
106.569,333,0.533547,-49.9,-44.4139,10.2971,-33.7209,-37.9302,4.2092,15.065,-1257.3321,1712.3879,2969.72,0.0,0.0,0.0,14.5594,13.4755,0.9256,0.0,26.448,class3_2026_05_14_13_00_27.csv,train,background,
109.76,343,0.549523,-23.258,-35.327,13.1793,-37.6009,-37.5218,-0.0791,29.35,340.1603,-62.2375,-402.3978,-1056.4295,41758.6254,-41758.6254,13.8708,13.9009,1.0022,1.276,29.35,class3_2026_05_14_13_00_27.csv,train,background,
110.398,345,0.552717,-49.9,-37.9629,13.4552,-37.8064,-36.2098,-1.5966,29.35,6474.2828,1057.9631,-5416.3196,-9263.3229,41758.6254,-35683.3871,13.6301,13.7679,1.0101,0.0,29.35,class3_2026_05_14_13_00_27.csv,train,background,
111.355,348,0.557508,-49.9,-37.7562,13.6904,-41.1442,-37.4746,-3.6696,29.076,3476.1526,3430.706,-45.4467,0.0,0.0,-45644.9927,12.4591,13.9209,1.1173,0.0,29.076,class3_2026_05_14_13_00_27.csv,train,background,
111.993,350,0.560702,-21.124,-40.9424,12.7786,-41.1442,-39.0733,-2.0709,29.076,-51.6149,1001.2794,1052.8943,45573.6724,45573.6724,-45644.9927,12.4591,13.6,1.0916,0.957,29.076,class3_2026_05_14_13_00_27.csv,train,background,
112.951,353,0.565499,-49.9,-40.4018,13.4373,-37.9302,-36.5539,-1.3763,29.076,587.5168,-2288.6565,-2876.1732,0.0,45573.6724,0.0,13.4755,13.4146,0.9955,0.0,29.076,class3_2026_05_14_13_00_27.csv,train,background,
115.822,362,0.579873,-22.262,-34.5474,13.7798,-37.5218,-33.3664,-4.1554,5.916,3479.0152,5729.8556,2250.8404,-6094.0439,45169.2806,-43319.7539,13.9009,13.3187,0.9581,0.957,28.818,class3_2026_05_14_13_00_27.csv,train,background,
116.46,364,0.583067,-49.9,-40.9184,12.738,-36.2098,-33.4579,-2.7519,5.52,3430.706,5251.318,1820.612,-38642.6364,43319.7539,-38642.6364,13.7679,13.2681,0.9637,0.0,28.542,class3_2026_05_14_13_00_27.csv,train,background,
117.098,366,0.586261,-49.9,-38.6246,12.6578,-37.4746,-33.4579,-4.0167,4.616,1001.2794,3692.3313,2691.052,0.0,0.0,0.0,13.9209,13.2681,0.9531,0.0,27.638,class3_2026_05_14_13_00_27.csv,train,background,
118.694,371,0.594251,-24.662,-32.298,12.5887,-37.956,-36.1181,-1.8379,29.459,-2403.4008,-5399.9379,-2996.5371,-40985.8981,40985.8981,-40985.8981,13.4173,13.8825,1.0347,1.276,29.459,class3_2026_05_14_13_00_27.csv,train,background,
119.651,374,0.599043,-20.441,-28.8648,11.3349,-34.9248,-36.8203,1.8956,6.671,-265.9433,-5760.9116,-5494.9683,-6448.2774,46173.9843,-42503.1364,13.4753,13.2201,0.9811,0.957,29.459,class3_2026_05_14_13_00_27.csv,train,background,
120.608,377,0.603834,-23.08,-25.2853,9.0093,-33.5007,-39.77,6.2693,19.412,3815.4812,-1075.3595,-4890.8407,-42503.1364,46173.9843,-47964.3489,13.1783,12.8382,0.9742,1.914,30.697,class3_2026_05_14_13_00_27.csv,train,background,
121.565,380,0.608625,-19.203,-34.6179,13.8174,-33.5363,-41.8494,8.3131,30.697,5251.318,896.1574,-4355.1606,-10804.0752,48114.4248,-47964.3489,13.1554,11.4204,0.8681,1.277,30.697,class3_2026_05_14_13_00_27.csv,train,background,
122.204,382,0.611825,-49.9,-40.6109,13.2872,-33.4579,-41.6782,8.2203,30.697,3692.3313,2044.7214,-1647.6099,-35890.6248,48114.4248,-35890.6248,13.2681,11.6639,0.8791,0.0,30.697,class3_2026_05_14_13_00_27.csv,train,background,
122.842,384,0.615019,-49.9,-40.9838,12.7394,-33.4579,-40.1539,6.6959,19.412,-2935.0916,-684.5182,2250.5735,0.0,0.0,-41603.4514,13.2681,12.2671,0.9246,0.0,30.697,class3_2026_05_14_13_00_27.csv,train,background,
125.394,392,0.627796,-27.33,-39.3043,11.8793,-36.4376,-39.8611,3.4234,26.053,-3448.1189,-863.7187,2584.4002,40835.4263,40835.4263,-40835.4263,13.5841,12.6367,0.9303,0.957,26.053,class3_2026_05_14_13_00_27.csv,train,background,
126.032,394,0.63099,-49.9,-39.3043,11.8793,-36.7735,-39.694,2.9205,26.053,-783.7276,890.8643,1674.5919,-40835.4263,40835.4263,-40835.4263,13.2644,12.8651,0.9699,0.0,26.053,class3_2026_05_14_13_00_27.csv,train,background,
127.309,398,0.637383,-49.9,-41.3787,12.0949,-40.1441,-37.7115,-2.4326,27.438,2044.7214,587.6928,-1457.0286,-0.0,36140.2336,-43006.2727,12.3454,13.6933,1.1092,0.0,27.438,class3_2026_05_14_13_00_27.csv,train,background,
127.947,400,0.640577,-23.812,-41.3787,12.0949,-43.1276,-36.0679,-7.0597,27.438,-684.5182,1297.5955,1982.1136,43006.2727,43006.2727,-43006.2727,10.953,13.8937,1.2685,0.957,27.438,class3_2026_05_14_13_00_27.csv,train,background,
128.904,403,0.645369,-49.9,-40.7968,12.8856,-40.1539,-34.6677,-5.4862,28.403,901.591,4576.6674,3675.0765,0.0,43006.2727,-44518.8119,12.2671,13.6928,1.1162,0.0,28.403,class3_2026_05_14_13_00_27.csv,train,background,
131.776,412,0.659748,-20.84,-34.6262,13.7818,-41.3084,-36.0709,-5.2375,29.549,1579.3739,-732.7869,-2312.1607,-0.0,41324.4545,-0.0,12.2042,13.876,1.137,0.638,29.549,class3_2026_05_14_13_00_27.csv,train,background,
132.095,413,0.661345,-49.9,-31.564,13.0924,-39.694,-36.0709,-3.6231,29.549,2384.777,-1229.0161,-3613.793,379.3103,36432.831,-2250.7853,12.8651,13.876,1.0786,0.0,29.549,class3_2026_05_14_13_00_27.csv,train,background,
133.371,417,0.667733,-22.34,-31.326,13.1756,-37.7115,-37.8988,0.1873,29.549,4236.2335,-3321.2762,-7557.5097,-2250.7853,43197.4953,-43197.4953,13.6933,13.4818,0.9846,1.276,29.549,class3_2026_05_14_13_00_27.csv,train,background,
134.647,421,0.674121,-23.76,-34.9733,13.365,-36.1199,-39.8561,3.7362,28.113,1694.1794,2758.6669,1064.4875,-41539.1865,40971.79,-41539.1865,13.8443,12.7321,0.9197,0.957,28.113,class3_2026_05_14_13_00_27.csv,train,background,
135.285,423,0.677316,-49.9,-37.8079,13.5677,-34.6677,-38.3001,3.6324,19.8605,758.4679,-827.675,-1586.1429,0.0,40971.79,-254.9471,13.6928,13.1151,0.9578,0.0,30.162,class3_2026_05_14_13_00_27.csv,train,background,
136.243,426,0.682112,-49.9,-40.8159,12.9021,-34.7998,-35.9654,1.1657,9.388,-723.0379,-550.7991,172.2388,6484.3245,40600.4286,-47275.8636,13.5761,12.7562,0.9396,0.0,30.162,class3_2026_05_14_13_00_27.csv,train,background,
137.2,429,0.686903,-49.9,-37.532,13.8951,-34.4565,-37.5711,3.1146,10.18,-1229.0161,3850.9528,5079.9689,-40078.373,40078.373,-40078.373,13.8637,12.5706,0.9067,0.0,30.162,class3_2026_05_14_13_00_27.csv,train,background,
137.519,430,0.6885,-49.9,-40.4237,13.4531,-34.4565,-37.5711,3.1146,10.18,-1391.4982,1667.6098,3059.108,-0.0,40078.373,-8777.431,13.8637,12.5706,0.9067,0.0,30.162,class3_2026_05_14_13_00_27.csv,train,background,
138.795,434,0.694889,-49.9,-41.1854,12.4048,-36.0569,-36.2719,0.2151,9.573,-307.8012,-2887.8452,-2580.044,-8777.431,46324.4561,-39061.1317,13.8918,12.398,0.8925,0.0,29.555,class3_2026_05_14_13_00_27.csv,train,background,
140.071,438,0.701277,-49.9,-36.917,11.8397,-38.0761,-37.6627,-0.4134,28.007,965.7059,-2780.0719,-3745.7778,32141.81,39061.1317,-32293.105,13.2884,12.4451,0.9365,0.0,28.007,class3_2026_05_14_13_00_27.csv,train,background,
141.667,443,0.709268,-22.157,-33.9567,11.6633,-37.2245,-38.4291,1.2046,28.007,1621.0589,-206.1652,-1827.2242,2482.7586,43764.9885,-43484.3292,12.912,12.9071,0.9996,1.276,28.007,class3_2026_05_14_13_00_27.csv,train,background,
142.943,447,0.715656,-49.9,-38.6688,12.6773,-37.5711,-34.9547,-2.6163,7.761,1586.2175,3532.6681,1946.4506,-42054.8621,9225.7053,-42054.8621,12.5706,13.4069,1.0665,0.0,27.743,class3_2026_05_14_13_00_27.csv,train,background,
143.262,448,0.717253,-49.9,-38.7094,12.6247,-37.5711,-34.9547,-2.6163,7.395,-897.3258,3700.9263,4598.2521,-0.0,9225.7053,-0.0,12.5706,13.4069,1.0665,0.0,27.377,class3_2026_05_14_13_00_27.csv,train,background,
144.219,451,0.722044,-49.9,-41.3687,12.0939,-36.1509,-36.3748,0.2239,7.395,-893.3424,2359.7132,3253.0555,2844.8245,40065.8354,-37371.4781,12.5414,13.5601,1.0812,0.0,27.377,class3_2026_05_14_13_00_27.csv,train,background,
144.538,452,0.723642,-22.523,-41.3687,12.0939,-37.7929,-36.2398,-1.5531,17.6965,-832.7551,2086.8107,2919.5658,0.0,40065.8354,-37371.4781,12.2969,13.7087,1.1148,0.638,27.377,class3_2026_05_14_13_00_27.csv,train,background,
145.815,456,0.730035,-49.9,-38.1827,13.1366,-37.6627,-33.4831,-4.1796,6.603,-991.9863,-1169.0374,-177.0511,-0.0,0.0,-42319.7524,12.4451,13.2044,1.061,0.0,27.377,class3_2026_05_14_13_00_27.csv,train,background,
148.048,463,0.741215,-21.134,-31.5408,13.0041,-38.0577,-36.4391,-1.6186,28.766,3532.6681,-445.6381,-3978.3062,835.4216,43305.6458,-44141.0674,13.2655,13.5909,1.0245,1.914,28.766,class3_2026_05_14_13_00_27.csv,train,background,
148.686,465,0.744409,-24.143,-34.567,13.7348,-36.3857,-36.4776,0.0919,17.6075,3499.937,1580.2469,-1919.6901,-44141.0674,43305.6458,-44141.0674,13.5504,13.5512,1.0001,1.914,28.766,class3_2026_05_14_13_00_27.csv,train,background,
