m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,source,event_no_in_file,gt_m,label
170.702,534,0.854634,-49.9,-37.9341,13.4225,-35.6231,-37.6942,2.0712,28.483,-500.0274,-532.531,-32.5036,78.3683,44565.8354,-41028.2147,14.3377,13.6943,0.9551,0.0,28.483,class2_2026_04_27_15_20_55.csv,hard_negative,2,,background
22.016,68,0.110225,-14.888,-14.7776,0.2612,-14.5693,-14.4241,-0.1452,-0.027,-94.6716,80.1253,174.7969,468.652,468.652,175.5486,0.228,0.1999,0.8768,0.0,0.866,class2_2026_04_27_15_20_55.csv,hard_negative,3,,background
73.705,230,0.36901,-14.659,-14.5874,0.1178,-14.658,-14.6327,-0.0253,0.185,21.954,2.0637,-19.8904,-42.3197,504.7022,-620.6897,0.1175,0.1047,0.8915,0.0,0.423,class2_2026_04_27_15_20_55.csv,stable_background,4,,background
153.153,479,0.766773,-49.9,-37.7913,13.606,-36.2548,-33.4162,-2.8386,4.473,-311.4565,1507.4059,1818.8623,-0.0,-0.0,-0.0,13.7051,13.291,0.9698,0.0,28.76,class2_2026_04_27_15_20_55.csv,stable_background,5,,background
111.355,348,0.557508,-16.545,-16.1159,0.8022,-14.9088,-17.172,2.2632,1.3415,-154.4176,-92.572,61.8456,-1159.8746,-288.4013,-1159.8746,0.3103,0.3459,1.1148,0.0,2.353,class2_2026_04_27_15_21_13.csv,manual_annotation,0,111.35,bend
127.628,399,0.63898,-8.038,-10.9912,3.0048,-16.2332,-18.3257,2.0925,8.8995,1154.2714,-3633.4488,-4787.7202,625.3918,10042.5011,-2695.9248,2.3468,9.9339,4.233,2.871,9.371,class2_2026_04_27_15_21_13.csv,manual_annotation,1,127.63,connector
130.818,409,0.654951,-16.526,-16.3846,2.8411,-13.0371,-29.8228,16.7858,4.5355,155.2187,-4599.2167,-4754.4353,-2825.8069,-2329.1536,-18217.8699,3.2664,12.9715,3.9711,0.0,9.913,class2_2026_04_27_15_21_13.csv,manual_annotation,2,130.82,break
193.994,607,0.971247,-49.9,-37.5548,13.8525,-38.3817,-34.6039,-3.7777,21.62,5032.8826,1554.9695,-3477.9131,-42841.6975,42841.6975,-42841.6975,13.0992,13.747,1.0495,0.0,30.074,class2_2026_04_27_15_21_13.csv,hard_negative,0,,background
147.091,460,0.736423,-27.006,-34.5458,13.8815,-36.4289,-36.0688,-0.3601,19.6825,-450.9047,1860.362,2311.2666,1672.4122,46266.4608,-47938.873,13.5866,13.8984,1.0229,1.595,30.585,class2_2026_04_27_15_21_13.csv,hard_negative,1,,background
184.422,577,0.923324,-49.9,-46.7599,8.8816,-34.9652,-39.7095,4.7443,28.261,-1052.7043,2853.8948,3906.5991,-44296.2414,44296.2414,-44296.2414,13.5854,13.0092,0.9576,0.0,28.261,class2_2026_04_27_15_21_13.csv,hard_negative,2,,background
152.834,478,0.765176,-21.08,-28.3903,11.6512,-36.3981,-33.5565,-2.8416,6.3515,5121.7305,-2707.6395,-7829.37,-6587.7727,45884.0172,-45823.492,13.6066,13.3296,0.9796,1.595,29.373,class2_2026_04_27_15_21_13.csv,hard_negative,3,,background
50.413,157,0.252397,-14.45,-14.6148,0.115,-14.6319,-14.6194,-0.0125,0.163,32.0665,19.2516,-12.8149,-150.4702,401.2539,-565.8307,0.1035,0.0886,0.8558,0.957,0.361,class2_2026_04_27_15_21_13.csv,stable_background,4,,background
26.164,81,0.130992,-14.601,-14.4347,0.1266,-14.5786,-14.4772,-0.1014,0.276,145.3831,-48.926,-194.3091,-125.3918,-70.6751,-125.3918,0.2738,0.1837,0.671,0.0,0.34,class2_2026_04_27_15_21_13.csv,stable_background,5,,background
131.776,412,0.659748,-16.707,-16.3736,2.1953,-10.8399,-28.5933,17.7534,3.0765,-2065.6684,-4767.0014,-2701.333,-2553.2915,-1982.0924,-4205.3292,3.1898,13.2952,4.168,0.0,7.449,class1_2026_04_27_14_45_49.csv,manual_annotation,0,131.78,break
127.628,399,0.63898,-5.91,-8.801,2.8957,-13.933,-13.4468,-0.4862,8.8685,1147.5282,-2616.7712,-3764.2995,594.0439,9680.2508,-2750.7837,2.2597,4.3833,1.9398,2.871,8.936,class1_2026_04_27_14_45_49.csv,manual_annotation,1,127.63,connector
184.422,577,0.923324,-49.9,-37.2408,14.1961,-35.0479,-35.9558,0.9079,8.1595,489.3801,3282.6978,2793.3178,-0.0,12620.6865,-44506.2743,13.4224,14.0467,1.0465,0.0,30.093,class1_2026_04_27_14_45_49.csv,hard_negative,0,,background
151.239,473,0.757191,-20.924,-35.2664,13.2084,-37.0219,-40.3241,3.3022,28.976,5121.725,1166.7853,-3954.9397,-35725.7085,3590.9107,-45416.931,12.9685,13.5671,1.0462,2.234,28.976,class1_2026_04_27_14_45_49.csv,hard_negative,1,,background
49.137,153,0.246009,-14.698,-14.5714,0.1334,-14.5386,-14.5756,0.0371,0.1245,14.1459,14.9664,0.8205,-156.7398,131.8871,-156.7398,0.1084,0.1274,1.1756,0.0,0.402,class1_2026_04_27_14_45_49.csv,hard_negative,2,,background
40.522,126,0.202877,-14.538,-14.5494,0.1149,-14.4784,-14.5719,0.0936,0.159,-19.8089,28.9717,48.7806,-244.5141,174.3514,-366.7712,0.0836,0.1091,1.3051,0.0,0.405,class1_2026_04_27_14_45_49.csv,stable_background,3,,background
27.44,85,0.137381,-14.212,-14.673,0.4589,-14.6053,-15.9433,1.3381,1.0965,97.0524,-356.3014,-453.3538,-1009.4044,355.7994,-1155.1724,0.4902,0.5409,1.1034,4.786,1.338,class2_2026_04_27_16_08_20.csv,manual_annotation,0,27.44,bend
127.628,399,0.63898,-7.948,-10.8482,2.9078,-16.0568,-15.504,-0.5528,8.9305,1083.6786,-2651.0462,-3734.7248,609.7179,9663.2323,-2811.9122,2.3166,4.3132,1.8619,2.871,9.102,class2_2026_04_27_16_08_20.csv,manual_annotation,1,127.63,connector
131.776,412,0.659748,-18.817,-18.5196,2.1093,-12.9609,-31.2193,18.2583,4.0645,-2157.0787,-4269.3412,-2112.2624,-1815.0486,-1815.0486,-3073.6646,3.3071,13.2979,4.021,0.0,6.746,class2_2026_04_27_16_08_20.csv,manual_annotation,2,131.78,break
185.379,580,0.928115,-23.521,-28.497,11.5348,-32.9236,-39.6626,6.739,17.963,-45.0222,-1293.9555,-1248.9332,41692.7947,41692.7947,-41474.4405,13.5675,12.869,0.9485,1.277,30.216,class2_2026_04_27_16_08_20.csv,hard_negative,0,,background
180.912,566,0.905751,-21.892,-34.6888,13.6226,-39.1186,-31.5737,-7.5448,3.933,4863.0159,2719.778,-2143.2379,2579.9373,43899.6897,-43899.6897,13.5601,13.003,0.9589,0.957,28.531,class2_2026_04_27_16_08_20.csv,hard_negative,1,,background
187.613,587,0.9393,-49.9,-44.4279,10.2375,-33.1005,-36.7931,3.6926,0.1185,-3662.4546,3630.3716,7292.8262,-0.0,0.0,-0.0,13.4443,13.1649,0.9792,0.0,24.743,class2_2026_04_27_16_08_20.csv,hard_negative,2,,background
159.216,498,0.797128,-49.9,-36.9234,14.5386,-39.417,-37.9087,-1.5083,30.517,1576.9049,1496.6414,-80.2635,-47239.815,47281.9638,-47239.815,13.3022,13.5788,1.0208,0.0,30.517,class2_2026_04_27_16_08_20.csv,hard_negative,3,,background
149.005,466,0.746006,-49.9,-46.8798,8.5425,-42.7136,-38.2673,-4.4462,27.182,117.0429,3016.5083,2899.4655,0.0,0.0,0.0,11.6604,13.1173,1.1249,0.0,27.182,class2_2026_04_27_16_08_20.csv,stable_background,4,,background
59.985,187,0.30032,-16.389,-16.4437,0.2153,-16.4222,-16.4473,0.0252,0.3215,46.4438,36.1037,-10.3401,199.0596,847.9624,-719.4357,0.2378,0.2049,0.8618,0.0,0.717,class2_2026_04_27_16_08_20.csv,stable_background,5,,background
16.911,52,0.084666,-14.642,-14.8609,0.4901,-14.4175,-22.0944,7.6769,0.232,-38.6609,-3207.2317,-3168.5708,-467.0846,188.0197,-1573.6677,0.1054,12.4777,118.4178,0.0,1.543,class2_2026_04_27_16_03_18.csv,manual_annotation,0,16.91,bend
127.628,399,0.63898,-8.604,-11.4286,2.7456,-16.3861,-16.0679,-0.3182,8.481,1185.9809,-2901.2011,-4087.182,597.1787,9721.0031,-2785.2665,2.1836,4.225,1.9349,2.871,8.258,class2_2026_04_27_16_03_18.csv,manual_annotation,1,127.63,connector
131.457,411,0.65815,-17.501,-18.6929,2.6507,-13.4409,-29.8183,16.3774,3.9025,-1417.7441,-2652.6774,-1234.9333,-6858.9373,-1613.7269,-6858.9373,3.0558,12.7104,4.1594,0.0,7.432,class2_2026_04_27_16_03_18.csv,manual_annotation,2,131.46,break
158.897,497,0.795531,-49.9,-41.0466,12.5361,-39.4777,-36.8722,-2.6056,27.505,-103.717,4256.0807,4359.7977,-42311.8087,42510.9749,-42311.8087,13.104,13.1953,1.007,0.0,27.505,class2_2026_04_27_16_03_18.csv,hard_negative,0,,background
93.487,292,0.46805,-17.392,-17.1637,0.2017,-17.1336,-17.0542,-0.0794,0.1385,25.5111,58.5959,33.0847,34.4812,126.9577,-481.1928,0.2898,0.3677,1.2689,0.0,0.555,class2_2026_04_27_16_03_18.csv,hard_negative,1,,background
142.305,445,0.712462,-20.971,-27.9899,11.7487,-35.8827,-41.3713,5.4886,29.929,2678.4354,-54.3395,-2732.7748,-44918.4969,44531.3511,-46910.6599,14.0509,12.1696,0.8661,1.914,29.929,class2_2026_04_27_16_03_18.csv,hard_negative,2,,background
43.713,136,0.218853,-16.94,-17.1608,0.3821,-17.1138,-17.0343,-0.0794,0.4345,-54.1078,39.1967,93.3045,733.5016,733.5016,-250.7821,0.327,0.3709,1.1345,0.0,1.377,class2_2026_04_27_16_03_18.csv,hard_negative,3,,background
52.327,163,0.26198,-17.526,-17.0418,0.2804,-16.9611,-17.0978,0.1368,0.57,11.8385,-58.5672,-70.4057,-888.7132,1363.6379,-888.7132,0.3141,0.2127,0.6772,0.0,1.026,class2_2026_04_27_16_03_18.csv,stable_background,4,,background
62.538,195,0.313102,-17.147,-17.2322,0.4273,-17.1088,-17.0854,-0.0233,0.4175,-3.1215,103.637,106.7586,517.2414,909.0909,-1153.605,0.2487,0.4372,1.7581,0.0,1.314,class2_2026_04_27_16_03_18.csv,stable_background,5,,background
14.996,46,0.075079,-14.516,-14.7493,0.4007,-14.2646,-15.8653,1.6008,0.2965,-85.3458,-243.6869,-158.3411,-188.0878,48.5893,-1398.8655,0.1811,0.47,2.5961,0.0,1.211,class2_2026_04_27_16_02_06.csv,manual_annotation,0,15.0,bend
131.457,411,0.65815,-17.492,-18.0016,2.6755,-12.7727,-30.8544,18.0818,3.407,-1431.4036,-1675.0077,-243.6041,-3321.3197,-1847.5537,-47909.094,3.0861,13.5385,4.387,0.0,8.595,class2_2026_04_27_16_02_06.csv,manual_annotation,1,131.46,break
127.309,398,0.637383,-8.685,-11.4179,3.341,-16.1151,-16.4296,0.3144,8.526,584.4136,-2897.8776,-3482.2911,4512.5392,9333.8558,-2658.3072,1.3691,9.1828,6.7072,2.871,8.692,class2_2026_04_27_16_02_06.csv,manual_annotation,2,127.31,connector
164.321,514,0.822687,-49.9,-40.684,13.0476,-37.8819,-38.9294,1.0476,28.786,901.6618,3403.5133,2501.8515,0.0,44932.6125,-43747.652,13.4569,13.7756,1.0237,0.0,28.786,class2_2026_04_27_16_02_06.csv,hard_negative,0,,background
164.002,513,0.82109,-49.9,-37.8303,13.5199,-37.8819,-38.9294,1.0476,28.786,3323.4852,5290.409,1966.9238,-45119.1254,44932.6125,-45119.1254,13.4569,13.7756,1.0237,0.0,28.786,class2_2026_04_27_16_02_06.csv,hard_negative,1,,background
171.34,536,0.857828,-49.9,-34.3329,13.9488,-35.9432,-33.3934,-2.5497,4.004,2270.3045,2158.5273,-111.7771,-41576.8041,42250.7868,-41576.8041,13.9868,13.2689,0.9487,0.0,29.339,class2_2026_04_27_16_02_06.csv,hard_negative,2,,background
144.219,451,0.722044,-49.9,-41.0094,12.7018,-36.0586,-36.4808,0.4222,17.9775,-1803.1382,-3197.5803,-1394.442,-0.0,44894.9875,-0.0,13.8786,13.5272,0.9747,0.0,29.109,class2_2026_04_27_16_02_06.csv,hard_negative,3,,background
92.211,288,0.461662,-16.523,-16.4584,0.1335,-16.3988,-16.3993,0.0004,0.1895,-0.5511,19.1151,19.6663,-79.9389,249.2179,-282.1317,0.1772,0.2475,1.3963,0.0,0.422,class2_2026_04_27_16_02_06.csv,stable_background,4,,background
109.76,343,0.549523,-16.339,-16.4568,0.1923,-16.505,-16.5268,0.0218,0.2625,-9.0042,23.5891,32.5933,-557.9953,581.5063,-557.9953,0.2003,0.2769,1.3823,0.638,0.632,class2_2026_04_27_16_02_06.csv,stable_background,5,,background
132.095,413,0.661345,-16.984,-17.268,2.1241,-10.9661,-30.1131,19.1469,3.4505,-2459.1032,-4377.0597,-1917.9565,-4039.1881,-2126.0485,-4471.7884,3.3201,14.0188,4.2224,0.0,6.369,class1_2026_04_27_14_38_15.csv,manual_annotation,0,132.09,break
127.628,399,0.63898,-5.951,-8.8114,2.851,-13.9707,-13.4945,-0.4762,8.8165,1181.2073,-2706.5139,-3887.7211,579.9373,9523.511,-2800.9404,2.2721,4.3471,1.9133,2.871,8.816,class1_2026_04_27_14_38_15.csv,manual_annotation,1,127.63,connector
85.83,268,0.429715,-15.116,-14.7736,0.174,-14.7102,-14.7616,0.0514,0.181,-6.9535,-4.7359,2.2176,568.9655,568.9655,-304.0752,0.1085,0.089,0.8203,0.0,0.572,class1_2026_04_27_14_38_15.csv,hard_negative,0,,background
159.216,498,0.797128,-49.9,-40.7921,12.8851,-40.6241,-37.3973,-3.2268,27.9,-1040.2069,-192.6893,847.5176,0.0,43730.4107,0.0,13.1364,14.0102,1.0665,0.0,27.9,class1_2026_04_27_14_38_15.csv,hard_negative,1,,background
187.294,586,0.937703,-23.007,-29.7552,10.9606,-32.3439,-38.2361,5.8922,4.561,-399.3673,-6246.6734,-5847.3061,-1907.5219,42152.0408,-42152.0408,12.5616,13.0837,1.0416,1.276,28.242,class1_2026_04_27_14_38_15.csv,hard_negative,2,,background
15.315,47,0.076676,-14.517,-14.4651,0.0811,-14.3189,-14.5119,0.193,0.1485,-60.1698,21.5451,81.7149,-128.5266,64.2633,-128.5266,0.1357,0.1203,0.8866,0.0,0.275,class1_2026_04_27_14_38_15.csv,stable_background,3,,background
132.414,414,0.662942,-18.003,-18.0952,1.8635,-11.1779,-30.9266,19.7487,3.677,-2697.9237,-3978.0542,-1280.1305,-2699.0596,-1626.9592,-47695.9295,3.6371,13.5003,3.7119,0.0,5.994,class1_2026_04_27_14_39_05.csv,manual_annotation,0,132.41,break
127.947,400,0.640577,-6.317,-8.2598,2.0163,-13.4417,-14.3393,0.8977,8.83,1640.809,-2720.967,-4361.776,-2007.837,9648.9028,-3203.7618,2.8932,4.2811,1.4797,2.871,6.898,class1_2026_04_27_14_39_05.csv,manual_annotation,1,127.95,connector
163.044,510,0.816293,-49.9,-34.5699,13.7223,-35.0381,-37.8273,2.7892,19.743,-504.6797,-2448.8806,-1944.2009,-2792.0908,45363.6395,-42940.442,13.5281,13.5845,1.0042,0.0,28.942,class1_2026_04_27_14_39_05.csv,hard_negative,0,,background
140.71,440,0.704476,-24.445,-37.6877,13.687,-36.3113,-32.9397,-3.3716,4.365,-2058.5458,2720.0621,4778.6078,-0.0,264.4887,-44094.047,13.6457,13.5787,0.9951,0.0,29.325,class1_2026_04_27_14_39_05.csv,hard_negative,1,,background
169.426,530,0.848245,-49.9,-37.3996,14.0252,-39.3459,-31.7511,-7.5948,6.492,-240.7366,-820.0314,-579.2948,0.0,46854.2351,-7003.1348,13.3188,12.9682,0.9737,0.0,29.893,class1_2026_04_27_14_39_05.csv,hard_negative,2,,background
66.685,208,0.333864,-14.613,-14.5964,0.0987,-14.5828,-14.7442,0.1614,0.2475,27.4676,-23.2945,-50.7621,-181.6423,131.6614,-181.6423,0.091,0.1061,1.1661,0.0,0.332,class1_2026_04_27_14_39_05.csv,stable_background,3,,background
29.993,93,0.150162,-14.437,-14.6129,0.3085,-14.3448,-15.8577,1.5129,0.113,-5.3425,-413.3255,-407.983,-46.8996,90.9091,-1214.7335,0.1381,0.6232,4.5121,1.915,0.947,class2_2026_04_27_16_10_06.csv,manual_annotation,0,29.99,bend
127.628,399,0.63898,-7.87,-10.6768,2.7034,-15.7845,-18.5254,2.7409,8.597,1140.4793,-2600.9164,-3741.3957,581.5047,9589.3417,-2702.1944,2.2359,11.6727,5.2205,2.871,8.149,class2_2026_04_27_16_10_06.csv,manual_annotation,1,127.63,connector
131.776,412,0.659748,-18.564,-21.5061,10.1877,-12.8161,-37.0891,24.273,3.306,-2098.0144,-1253.4819,844.5326,-2992.1646,-1995.0495,-48014.1097,3.187,14.3487,4.5023,0.0,34.802,class2_2026_04_27_16_10_06.csv,manual_annotation,2,131.78,break
144.219,451,0.722044,-49.9,-34.3759,13.9182,-33.0865,-42.4826,9.3961,29.445,2322.3639,-4916.5149,-7238.8789,-0.0,8304.0752,-40700.5408,12.2658,12.0182,0.9798,0.0,29.445,class2_2026_04_27_16_10_06.csv,hard_negative,0,,background
118.694,371,0.594251,-16.824,-16.7039,0.2346,-16.6226,-16.6504,0.0278,0.2655,-19.4319,29.5457,48.9776,-579.9373,349.5282,-579.9373,0.2265,0.2183,0.9637,0.0,0.815,class2_2026_04_27_16_10_06.csv,hard_negative,1,,background
185.06,579,0.926518,-49.9,-29.9561,10.7627,-36.2789,-33.7272,-2.5517,4.3355,6613.6035,693.0079,-5920.5956,-4007.8386,2241.3809,-37494.6084,13.6435,12.9678,0.9505,0.0,28.675,class2_2026_04_27_16_10_06.csv,hard_negative,2,,background
175.169,548,0.876998,-22.056,-31.8838,12.8448,-37.3643,-41.6333,4.269,29.934,5386.3904,-1535.2075,-6921.5979,-10302.5078,43642.6364,-43642.6364,14.0321,11.8518,0.8446,1.276,29.934,class2_2026_04_27_16_10_06.csv,hard_negative,3,,background
86.787,271,0.434506,-16.711,-16.4054,0.199,-16.3909,-16.5646,0.1737,0.5,-1.4954,-62.8541,-61.3587,-532.9154,899.6881,-532.9154,0.2868,0.1647,0.5741,0.0,0.686,class2_2026_04_27_16_10_06.csv,stable_background,4,,background
59.347,185,0.297126,-16.219,-16.3302,0.1924,-16.3273,-16.3277,0.0004,0.236,3.775,36.0994,32.3244,-385.5815,311.9107,-521.9436,0.2449,0.1924,0.7857,0.0,0.614,class2_2026_04_27_16_10_06.csv,stable_background,5,,background
10.848,33,0.054311,-16.678,-16.3416,0.6537,-11.8541,-18.0129,6.1588,1.3595,-1829.7517,-569.1825,1260.5692,158.3056,158.3056,-1191.7489,3.2872,0.9292,0.2827,0.0,2.092,class3_2026_05_14_12_53_50.csv,manual_annotation,0,10.85,bend
127.628,399,0.63898,-16.712,-18.0188,0.897,-19.5643,-32.2514,12.6872,3.387,522.2075,-7634.1897,-8156.3972,749.2147,2454.5455,-6159.8746,1.0129,14.2753,14.094,2.552,2.982,class3_2026_05_14_12_53_50.csv,manual_annotation,1,127.63,break
165.597,518,0.829075,-25.175,-28.9324,11.292,-34.2903,-36.8411,2.5507,6.4655,3231.6493,-5135.2526,-8366.9019,-43423.2022,41319.7524,-43423.2022,14.0099,13.1562,0.9391,0.0,29.087,class3_2026_05_14_12_53_50.csv,hard_negative,0,,background
146.134,457,0.731632,-23.93,-35.0468,13.3377,-37.9043,-36.0841,-1.8202,29.873,136.4779,-187.5034,-323.9813,5695.9232,40705.3323,-46822.8871,13.4677,13.9693,1.0372,1.276,29.873,class3_2026_05_14_12_53_50.csv,hard_negative,1,,background
107.526,336,0.538338,-21.778,-23.4333,9.4005,-21.7601,-19.8741,-1.886,0.5115,-2324.5683,387.2588,2711.8271,45835.4263,45835.4263,-1088.8652,7.2358,0.9937,0.1373,0.0,30.742,class3_2026_05_14_12_53_50.csv,hard_negative,2,,background
70.195,219,0.351437,-21.499,-20.1201,1.9609,-22.1394,-19.787,-2.3524,1.272,470.3705,-265.6205,-735.991,802.5078,9793.105,-1635.4345,7.0454,0.8717,0.1237,0.0,6.597,class3_2026_05_14_12_53_50.csv,stable_background,3,,background
103.378,323,0.517571,-18.007,-17.2587,1.5906,-10.002,-23.6901,13.6881,3.0815,-2556.807,-4312.6038,-1755.7968,-1578.0612,-1578.0612,-2357.3668,4.3117,9.3779,2.175,0.0,5.362,class3_2026_05_14_12_56_02.csv,manual_annotation,0,103.38,break
96.997,303,0.485624,-1.478,-4.8576,4.011,-13.285,-9.1719,-4.1131,12.5875,2146.5233,-2654.2203,-4800.7436,94.0439,16778.9969,-3098.7461,3.9201,4.3294,1.1044,3.51,13.325,class3_2026_05_14_12_56_02.csv,manual_annotation,1,97.0,connector
177.722,556,0.88978,-49.9,-36.9883,14.4361,-38.8883,-38.4093,-0.4791,29.252,1969.8583,-2210.2137,-4180.0721,-45173.9843,45849.5313,-45703.7665,13.8289,13.1112,0.9481,0.0,29.252,class3_2026_05_14_12_56_02.csv,hard_negative,0,,background
140.71,440,0.704476,-49.9,-30.0994,14.0242,-32.5525,-35.6753,3.1228,4.2655,1270.9614,-4372.0445,-5643.0059,-47970.2226,47184.9561,-47970.2226,13.9088,14.2572,1.025,0.0,30.898,class3_2026_05_14_12_56_02.csv,hard_negative,1,,background
189.527,593,0.948883,-24.248,-31.9902,12.9768,-37.8603,-33.2461,-4.6142,8.6105,-138.5872,-4378.386,-4239.7988,1916.931,46012.5408,-40206.9013,13.5178,13.4629,0.9959,0.0,30.579,class3_2026_05_14_12_56_02.csv,hard_negative,2,,background
10.529,32,0.052714,-13.81,-13.9076,0.2252,-11.5243,-14.3131,2.7887,0.4055,-1029.7862,-121.4402,908.346,-150.4702,-95.6113,-527.7295,2.2905,0.1863,0.0813,0.0,0.791,class3_2026_05_14_12_56_02.csv,stable_background,3,,background
127.628,399,0.63898,-5.899,-8.8213,2.9372,-13.9235,-13.384,-0.5395,8.851,1122.018,-2707.9679,-3829.9858,606.5831,9764.8903,-2736.6771,2.251,4.2503,1.8881,2.871,9.08,class1_2026_04_27_14_46_48.csv,manual_annotation,0,127.63,connector
132.733,415,0.664539,-18.463,-18.8999,2.2517,-11.4031,-31.9399,20.5368,2.9795,-2707.9679,-6207.5048,-3499.5369,-1007.837,-1007.837,-6371.4749,3.94,13.1467,3.3367,0.0,8.264,class1_2026_04_27_14_46_48.csv,manual_annotation,1,132.73,break
152.834,478,0.765176,-21.367,-31.0707,13.3308,-36.6175,-37.5578,0.9403,29.469,5507.134,-302.259,-5809.393,-2785.2665,44722.5721,-44722.5721,13.4015,13.8127,1.0307,1.276,29.469,class1_2026_04_27_14_46_48.csv,hard_negative,0,,background
149.644,468,0.749205,-49.9,-39.1676,12.0238,-38.5233,-31.7157,-6.8076,3.4435,-2513.076,-2598.8778,-85.8018,-4417.9508,40879.3135,-36213.1693,12.8528,13.0015,1.0116,0.0,26.081,class1_2026_04_27_14_46_48.csv,hard_negative,1,,background
171.34,536,0.857828,-21.627,-35.1316,13.6283,-40.9571,-43.4853,2.5282,30.228,4734.4768,-396.0043,-5130.481,0.0,45454.5486,-47157.3372,12.8701,12.0153,0.9336,0.638,30.228,class1_2026_04_27_14_46_48.csv,hard_negative,2,,background
7.658,23,0.03834,-13.3,-13.2009,0.7051,-7.7115,-14.1353,6.4238,1.588,-2224.3749,-138.784,2085.5909,-448.2759,-448.2759,-959.2476,3.8559,0.2169,0.0562,0.0,2.203,class1_2026_04_27_14_46_48.csv,stable_background,3,,background
35.736,111,0.178915,-6.877,-9.4009,2.3506,-13.6393,-12.6288,-1.0104,7.5345,1036.9927,-1716.862,-2753.8547,-379.3103,8630.6344,-2742.9467,2.0369,2.4719,1.2136,2.552,7.622,class3_2026_05_14_13_15_01.csv,manual_annotation,0,35.74,connector
128.585,402,0.643772,-16.805,-16.5176,1.8725,-15.3088,-33.5349,18.2261,2.387,224.58,-5456.5024,-5681.0825,-2728.8401,1562.6959,-3354.2335,0.4673,14.7202,31.5024,0.0,5.272,class3_2026_05_14_13_15_01.csv,manual_annotation,1,128.59,break
189.208,592,0.947286,-49.9,-43.5127,11.9931,-40.2237,-38.0932,-2.1305,30.908,-1278.3271,11.0813,1289.4084,-6786.8339,48445.1426,-41658.3088,13.7308,13.2708,0.9665,0.0,30.908,class3_2026_05_14_13_15_01.csv,hard_negative,0,,background
167.83,525,0.840255,-49.9,-38.2056,13.3354,-38.3518,-41.0714,2.7197,30.384,2975.2772,1394.3444,-1580.9328,-45933.8453,47623.826,-45933.8453,13.0277,12.5971,0.9669,0.0,30.384,class3_2026_05_14_13_15_01.csv,hard_negative,1,,background
175.807,550,0.880192,-28.191,-35.5483,12.9891,-37.6644,-36.1773,-1.4871,29.795,436.4661,-896.238,-1332.7041,41819.7524,41819.7524,-41819.7524,13.7226,13.7548,1.0023,0.957,29.795,class3_2026_05_14_13_15_01.csv,hard_negative,2,,background
99.231,310,0.496808,-15.527,-15.5881,0.1921,-15.4064,-15.5397,0.1332,0.233,-15.1046,28.8229,43.9275,-36.0502,-36.0502,-410.6583,0.1885,0.163,0.8649,0.0,0.577,class3_2026_05_14_13_15_01.csv,stable_background,3,,background
82.32,257,0.412142,-15.724,-15.4943,0.5246,-14.7477,-16.3764,1.6287,1.0075,-75.3837,-127.2232,-51.8396,-813.4796,-167.7116,-1068.9671,0.2323,0.3041,1.3093,0.0,1.502,class2_2026_04_27_15_33_11.csv,manual_annotation,0,82.32,bend
131.776,412,0.659748,-18.422,-18.2348,2.1621,-12.7926,-34.6493,21.8567,3.08,-2065.7775,-3373.1763,-1307.3989,-5009.4028,-1539.1429,-6970.2194,3.1901,13.7944,4.3241,0.0,7.391,class2_2026_04_27_15_33_11.csv,manual_annotation,1,131.78,break
127.628,399,0.63898,-7.86,-10.7334,2.8971,-15.934,-15.4368,-0.4972,8.932,1232.1673,-2608.7687,-3840.936,601.8809,9592.4765,-2873.0408,2.2975,4.4729,1.9469,2.871,8.963,class2_2026_04_27_15_33_11.csv,manual_annotation,2,127.63,connector
156.025,488,0.781152,-23.601,-33.9232,14.3282,-33.0946,-35.8413,2.7468,4.757,-266.043,601.1921,867.2351,44222.5721,45882.4467,-46645.7727,13.4708,14.0966,1.0465,0.0,30.245,class2_2026_04_27_15_33_11.csv,hard_negative,0,,background
173.893,544,0.87061,-49.9,-49.9,0.0,-36.6428,-40.0636,3.4208,0.0,-3409.1813,4089.572,7498.7533,0.0,0.0,-0.0,13.2924,12.5263,0.9424,0.0,0.0,class2_2026_04_27_15_33_11.csv,hard_negative,1,,background
156.344,489,0.782749,-21.686,-33.9232,14.3282,-33.1076,-36.0389,2.9314,5.229,1630.6547,941.9586,-688.6961,5424.7665,45882.4467,-46645.7727,13.4616,13.9206,1.0341,0.957,30.245,class2_2026_04_27_15_33_11.csv,hard_negative,2,,background
